customer_tweet_id,customer_id,created_at_customer,reply_tweet_id,agent_id,created_at_reply,response_time_seconds
41308,125053,2017-11-01 14:11:13+00:00,41307,AskTarget,2017-11-01 15:26:54+00:00,4541.0
41310,125054,2017-11-01 15:18:47+00:00,41309,AsurionCares,2017-11-01 15:29:30+00:00,643.0
41313,125055,2017-11-01 15:15:54+00:00,41311,AsurionCares,2017-11-01 15:27:10+00:00,676.0
41312,125055,2017-11-01 15:27:52+00:00,41314,AsurionCares,2017-11-01 15:40:48+00:00,776.0
41316,125055,2017-11-01 14:51:26+00:00,41315,AsurionCares,2017-11-01 15:14:02+00:00,1356.0
41322,125056,2017-11-01 15:14:10+00:00,41317,AsurionCares,2017-11-01 15:18:27+00:00,257.0
41321,125056,2017-11-01 15:21:55+00:00,41323,AsurionCares,2017-11-01 15:35:45+00:00,830.0
41321,125056,2017-11-01 15:21:55+00:00,41324,AsurionCares,2017-11-01 15:35:41+00:00,826.0
41327,125057,2017-11-01 15:12:31+00:00,41325,AsurionCares,2017-11-01 15:17:32+00:00,301.0
41326,125057,2017-11-01 15:24:36+00:00,41328,AsurionCares,2017-11-01 15:39:45+00:00,909.0
41332,125054,2017-11-01 15:04:41+00:00,41331,AsurionCares,2017-11-01 15:15:26+00:00,645.0
41334,125058,2017-11-01 02:33:05+00:00,41333,AsurionCares,2017-11-01 14:01:13+00:00,41288.0
41337,125059,2017-11-22 20:11:58+00:00,41335,UPSHelp,2017-11-22 20:19:57+00:00,479.0
41339,125060,2017-11-22 20:11:21+00:00,41338,UPSHelp,2017-11-22 20:18:55+00:00,454.0
41341,125061,2017-11-01 12:09:13+00:00,41340,ATT,2017-11-01 15:21:03+00:00,11510.0
41350,125063,2017-11-22 20:00:54+00:00,41348,UPSHelp,2017-11-22 20:07:00+00:00,366.0
41349,125063,2017-11-22 20:13:28+00:00,41351,UPSHelp,2017-11-22 21:17:29+00:00,3841.0
41354,125064,2017-11-22 19:40:44+00:00,41352,UPSHelp,2017-11-22 19:55:00+00:00,856.0
41356,125065,2017-11-01 14:08:36+00:00,41355,AskTarget,2017-11-01 15:29:54+00:00,4878.0
41359,125067,2017-11-01 14:12:43+00:00,41357,AskTarget,2017-11-01 15:29:53+00:00,4630.0
41361,125069,2017-11-01 14:11:56+00:00,41360,AskTarget,2017-11-01 15:29:14+00:00,4638.0
41364,125070,2017-11-01 14:12:21+00:00,41362,AskTarget,2017-11-01 15:28:51+00:00,4590.0
41367,125071,2017-11-01 14:11:59+00:00,41365,AskTarget,2017-11-01 15:27:39+00:00,4540.0
41369,125073,2017-11-01 14:11:38+00:00,41368,AskTarget,2017-11-01 15:26:49+00:00,4511.0
41371,125074,2017-11-01 14:09:46+00:00,41370,AskTarget,2017-11-01 15:26:48+00:00,4622.0
41374,125075,2017-11-01 14:11:34+00:00,41372,AskTarget,2017-11-01 15:26:00+00:00,4466.0
41377,125076,2017-11-01 14:11:05+00:00,41375,AskTarget,2017-11-01 15:25:45+00:00,4480.0
41379,125077,2017-11-01 14:11:01+00:00,41378,AskTarget,2017-11-01 15:25:12+00:00,4451.0
41381,125078,2017-11-01 14:11:00+00:00,41380,AskTarget,2017-11-01 15:24:24+00:00,4404.0
41383,125079,2017-11-01 14:09:39+00:00,41382,AskTarget,2017-11-01 15:24:20+00:00,4481.0
41385,125080,2017-11-01 14:10:59+00:00,41384,AskTarget,2017-11-01 15:23:28+00:00,4349.0
41387,121629,2017-11-01 14:10:50+00:00,41386,AskTarget,2017-11-01 15:22:57+00:00,4327.0
41389,125081,2017-11-01 14:10:43+00:00,41388,AskTarget,2017-11-01 15:22:50+00:00,4327.0
41392,125082,2017-11-01 14:10:27+00:00,41390,AskTarget,2017-11-01 15:22:21+00:00,4314.0
41395,125083,2017-11-01 14:09:08+00:00,41393,AskTarget,2017-11-01 15:22:13+00:00,4385.0
41399,125084,2017-11-01 14:08:44+00:00,41396,AskTarget,2017-11-01 15:22:06+00:00,4402.0
41398,125084,2017-11-01 15:24:33+00:00,41400,AskTarget,2017-11-01 16:49:24+00:00,5091.0
41403,125085,2017-11-01 14:10:25+00:00,41401,AskTarget,2017-11-01 15:22:01+00:00,4296.0
41406,125086,2017-11-01 14:09:47+00:00,41404,AskTarget,2017-11-01 15:21:06+00:00,4279.0
41408,125087,2017-11-01 14:08:37+00:00,41407,AskTarget,2017-11-01 15:20:56+00:00,4339.0
41410,125088,2017-11-01 14:08:32+00:00,41409,AskTarget,2017-11-01 15:20:29+00:00,4317.0
41413,125089,2017-11-01 14:09:36+00:00,41411,AskTarget,2017-11-01 15:20:01+00:00,4225.0
41412,125089,2017-11-01 18:40:56+00:00,41414,AskTarget,2017-11-01 18:56:47+00:00,951.0
41416,125090,2017-11-01 14:09:18+00:00,41415,AskTarget,2017-11-01 15:19:40+00:00,4222.0
41418,125091,2017-11-01 14:09:17+00:00,41417,AskTarget,2017-11-01 15:19:22+00:00,4205.0
41420,125092,2017-11-01 14:09:07+00:00,41419,AskTarget,2017-11-01 15:18:25+00:00,4158.0
41422,125093,2017-11-01 14:09:04+00:00,41421,AskTarget,2017-11-01 15:18:11+00:00,4147.0
41424,125094,2017-11-01 14:08:57+00:00,41423,AskTarget,2017-11-01 15:17:56+00:00,4139.0
41426,125095,2017-11-01 14:08:40+00:00,41425,AskTarget,2017-11-01 15:17:40+00:00,4140.0
41428,125096,2017-11-01 14:08:56+00:00,41427,AskTarget,2017-11-01 15:17:39+00:00,4123.0
41430,125097,2017-11-01 14:08:41+00:00,41429,AskTarget,2017-11-01 15:17:12+00:00,4111.0
41432,125098,2017-11-01 14:08:36+00:00,41431,AskTarget,2017-11-01 15:16:54+00:00,4098.0
41434,125099,2017-11-01 14:07:49+00:00,41433,AskTarget,2017-11-01 15:16:07+00:00,4098.0
41436,125100,2017-11-01 14:08:29+00:00,41435,AskTarget,2017-11-01 15:16:01+00:00,4052.0
41439,125101,2017-11-01 14:08:30+00:00,41437,AskTarget,2017-11-01 15:16:20+00:00,4070.0
41438,125101,2017-11-01 15:16:51+00:00,41440,AskTarget,2017-11-01 16:43:15+00:00,5184.0
41442,125102,2017-11-01 14:08:26+00:00,41441,AskTarget,2017-11-01 15:15:45+00:00,4039.0
41444,125103,2017-11-01 12:10:46+00:00,41443,UPSHelp,2017-11-01 15:28:28+00:00,11862.0
41446,125104,2017-11-01 11:49:00+00:00,41445,UPSHelp,2017-11-01 15:28:00+00:00,13140.0
41448,125105,2017-11-01 12:11:38+00:00,41447,UPSHelp,2017-11-01 15:26:55+00:00,11717.0
41450,125106,2017-11-01 12:27:40+00:00,41449,UPSHelp,2017-11-01 15:22:07+00:00,10467.0
41453,125107,2017-11-01 15:12:34+00:00,41451,UPSHelp,2017-11-01 15:19:31+00:00,417.0
41452,125107,2017-11-01 15:25:19+00:00,41454,UPSHelp,2017-11-01 15:34:00+00:00,521.0
41456,125108,2017-11-01 15:12:36+00:00,41455,UPSHelp,2017-11-01 15:19:01+00:00,385.0
41458,125109,2017-11-01 14:39:10+00:00,41457,Postmates_Help,2017-11-01 15:05:03+00:00,1553.0
41460,125110,2017-11-01 15:03:38+00:00,41459,Morrisons,2017-11-01 15:26:26+00:00,1368.0
41463,125111,2017-11-01 15:13:43+00:00,41461,Morrisons,2017-11-01 15:23:15+00:00,572.0
41465,125112,2017-11-01 14:49:05+00:00,41464,Morrisons,2017-11-01 15:17:50+00:00,1725.0
41469,125113,2017-11-01 14:55:56+00:00,41466,Morrisons,2017-11-01 15:15:40+00:00,1184.0
41469,125113,2017-11-01 14:55:56+00:00,41470,Morrisons,2017-11-01 15:15:29+00:00,1173.0
41472,125114,2017-11-01 14:57:28+00:00,41471,AskAmex,2017-11-01 15:16:28+00:00,1140.0
41475,125115,2017-11-01 14:00:37+00:00,41473,DunkinDonuts,2017-11-01 14:58:29+00:00,3472.0
41480,125116,2017-11-22 19:50:14+00:00,41476,AmericanAir,2017-11-22 20:13:16+00:00,1382.0
41477,125116,2017-11-22 20:19:09+00:00,41481,AmericanAir,2017-11-22 21:16:03+00:00,3414.0
41483,125117,2017-11-01 14:26:29+00:00,41482,DunkinDonuts,2017-11-01 14:57:00+00:00,1831.0
41486,125118,2017-11-01 14:20:33+00:00,41485,DunkinDonuts,2017-11-01 14:57:00+00:00,2187.0
41488,125119,2017-11-01 13:38:21+00:00,41487,DunkinDonuts,2017-11-01 14:55:00+00:00,4599.0
41493,125120,2017-11-01 14:16:54+00:00,41492,DunkinDonuts,2017-11-01 14:27:21+00:00,627.0
41496,125121,2017-02-04 07:23:20+00:00,41494,AmazonHelp,2017-02-04 07:37:30+00:00,850.0
41499,125122,2017-11-01 15:23:47+00:00,41497,AmazonHelp,2017-11-01 15:44:00+00:00,1213.0
41498,125122,2017-11-02 02:44:33+00:00,41500,AmazonHelp,2017-11-02 02:49:30+00:00,297.0
41501,125122,2017-11-02 02:50:41+00:00,41502,AmazonHelp,2017-11-02 02:59:31+00:00,530.0
41501,125122,2017-11-02 02:50:41+00:00,41503,AmazonHelp,2017-11-02 02:59:00+00:00,499.0
41505,125123,2017-11-01 15:27:14+00:00,41504,AmazonHelp,2017-11-01 15:43:43+00:00,989.0
41507,125124,2017-11-01 15:38:17+00:00,41506,AmazonHelp,2017-11-01 15:42:32+00:00,255.0
41509,125124,2017-11-01 15:06:50+00:00,41508,AmazonHelp,2017-11-01 15:36:34+00:00,1784.0
41513,124850,2017-11-01 15:34:34+00:00,41512,AmazonHelp,2017-11-01 15:41:29+00:00,415.0
41515,124850,2017-11-01 15:26:40+00:00,41514,AmazonHelp,2017-11-01 15:31:46+00:00,306.0
41518,125125,2017-11-01 15:36:27+00:00,41516,AmazonHelp,2017-11-01 15:41:29+00:00,302.0
41517,125125,2017-11-01 15:56:59+00:00,41519,AmazonHelp,2017-11-01 15:59:00+00:00,121.0
41522,122600,2017-11-01 15:31:52+00:00,41520,AmazonHelp,2017-11-01 15:39:30+00:00,458.0
30000,122600,2017-11-01 15:13:51+00:00,41523,AmazonHelp,2017-11-01 15:31:20+00:00,1049.0
41528,125126,2017-11-01 15:32:58+00:00,41527,AmazonHelp,2017-11-01 15:38:01+00:00,303.0
41530,125127,2017-11-01 15:10:57+00:00,41529,AmazonHelp,2017-11-01 15:34:00+00:00,1383.0
41525,122600,2017-11-01 15:32:26+00:00,41533,AmazonHelp,2017-11-01 15:46:30+00:00,844.0
41535,125128,2017-11-01 15:26:59+00:00,41534,AmazonHelp,2017-11-01 15:31:00+00:00,241.0
41537,125130,2017-11-01 15:22:12+00:00,41536,AmazonHelp,2017-11-01 15:29:28+00:00,436.0
41541,125131,2017-11-01 15:15:36+00:00,41540,AppleSupport,2017-11-01 15:44:00+00:00,1704.0
41543,125132,2017-11-01 15:08:16+00:00,41542,AppleSupport,2017-11-01 15:44:00+00:00,2144.0
41546,125133,2017-11-01 14:28:32+00:00,41544,AppleSupport,2017-11-01 15:43:30+00:00,4498.0
41550,125134,2017-11-01 12:27:29+00:00,41548,AppleSupport,2017-11-01 15:42:56+00:00,11727.0
41549,125134,2017-11-01 15:49:29+00:00,41551,AppleSupport,2017-11-01 16:11:00+00:00,1291.0
41553,125135,2017-11-01 15:13:38+00:00,41552,AppleSupport,2017-11-01 15:42:00+00:00,1702.0
41556,125135,2017-11-01 06:21:00+00:00,41555,AppleSupport,2017-11-01 12:59:31+00:00,23911.0
41558,125136,2017-11-01 14:44:46+00:00,41557,AppleSupport,2017-11-01 15:42:00+00:00,3434.0
41560,125137,2017-11-01 13:02:22+00:00,41559,AppleSupport,2017-11-01 15:41:36+00:00,9554.0
41562,125137,2017-10-31 19:16:40+00:00,41561,AppleSupport,2017-10-31 19:26:01+00:00,561.0
41564,125138,2017-11-01 13:12:57+00:00,41563,AppleSupport,2017-11-01 15:41:36+00:00,8919.0
41566,125139,2017-11-01 15:06:24+00:00,41565,AppleSupport,2017-11-01 15:41:05+00:00,2081.0
41569,125140,2017-11-01 12:51:51+00:00,41567,AppleSupport,2017-11-01 15:41:03+00:00,10152.0
41568,125140,2017-11-01 16:04:35+00:00,41571,AppleSupport,2017-11-01 16:35:00+00:00,1825.0
41574,125141,2017-11-01 15:04:16+00:00,41572,AppleSupport,2017-11-01 15:41:02+00:00,2206.0
41573,125141,2017-11-01 16:25:49+00:00,41575,AppleSupport,2017-11-01 17:06:00+00:00,2411.0
41577,125142,2017-11-01 12:13:20+00:00,41576,AppleSupport,2017-11-01 15:41:01+00:00,12461.0
41579,125143,2017-11-01 12:35:26+00:00,41578,AppleSupport,2017-11-01 15:41:01+00:00,11135.0
41582,125145,2017-11-01 12:26:15+00:00,41581,AppleSupport,2017-11-01 15:41:01+00:00,11686.0
41584,125146,2017-11-01 15:01:07+00:00,41583,AppleSupport,2017-11-01 15:41:00+00:00,2393.0
41586,125146,2017-11-01 11:07:21+00:00,41585,AppleSupport,2017-11-01 14:59:32+00:00,13931.0
41589,125147,2017-11-01 12:53:54+00:00,41587,AppleSupport,2017-11-01 15:40:32+00:00,9998.0
41588,125147,2017-11-01 22:53:14+00:00,41590,AppleSupport,2017-11-01 23:32:25+00:00,2351.0
41594,125148,2017-11-01 13:11:13+00:00,41592,AppleSupport,2017-11-01 15:40:00+00:00,8927.0
41593,125148,2017-11-02 11:49:11+00:00,41595,AppleSupport,2017-11-02 15:01:27+00:00,11536.0
41596,125148,2017-11-03 14:06:40+00:00,41597,AppleSupport,2017-11-03 19:12:00+00:00,18320.0
41599,125149,2017-11-01 12:51:01+00:00,41598,AppleSupport,2017-11-01 15:39:00+00:00,10079.0
41605,125150,2017-11-01 13:13:05+00:00,41603,AppleSupport,2017-11-01 15:39:00+00:00,8755.0
41604,125150,2017-11-01 20:02:26+00:00,41606,AppleSupport,2017-11-01 20:41:30+00:00,2344.0
41607,125150,2017-11-01 22:18:49+00:00,41608,AppleSupport,2017-11-01 23:00:51+00:00,2522.0
41610,125151,2017-11-01 13:12:44+00:00,41609,AppleSupport,2017-11-01 15:38:32+00:00,8748.0
41612,125152,2017-11-01 13:10:23+00:00,41611,AppleSupport,2017-11-01 15:38:32+00:00,8889.0
41614,125153,2017-11-01 15:01:44+00:00,41613,AppleSupport,2017-11-01 15:38:01+00:00,2177.0
41617,125154,2017-11-01 12:01:42+00:00,41615,AppleSupport,2017-11-01 15:38:01+00:00,12979.0
41616,125154,2017-11-01 22:42:43+00:00,41618,AppleSupport,2017-11-01 23:24:56+00:00,2533.0
41620,125155,2017-11-01 12:45:11+00:00,41619,AppleSupport,2017-11-01 15:38:01+00:00,10370.0
37659,125157,2017-11-01 14:53:07+00:00,41622,AppleSupport,2017-11-01 15:38:00+00:00,2693.0
41625,125158,2017-11-01 15:03:04+00:00,41623,AppleSupport,2017-11-01 15:38:00+00:00,2096.0
41624,125158,2017-11-01 15:45:55+00:00,41626,AppleSupport,2017-11-01 16:20:26+00:00,2071.0
41627,125158,2017-11-01 16:25:00+00:00,41629,AppleSupport,2017-11-01 17:11:00+00:00,2760.0
41630,125158,2017-11-01 17:13:05+00:00,41631,AppleSupport,2017-11-01 17:54:57+00:00,2512.0
41634,125159,2017-11-01 15:00:07+00:00,41632,AppleSupport,2017-11-01 15:37:28+00:00,2241.0
41643,124878,2017-11-01 14:58:35+00:00,41641,AppleSupport,2017-11-01 15:37:02+00:00,2307.0
41645,125162,2017-11-01 14:58:25+00:00,41644,AppleSupport,2017-11-01 15:37:01+00:00,2316.0
41647,125163,2017-11-01 12:23:41+00:00,41646,AppleSupport,2017-11-01 15:37:00+00:00,11599.0
41650,125164,2017-11-01 12:18:17+00:00,41648,AppleSupport,2017-11-01 15:36:00+00:00,11863.0
41649,125164,2017-11-01 16:10:59+00:00,41651,AppleSupport,2017-11-01 17:01:01+00:00,3002.0
41653,125165,2017-11-01 12:49:34+00:00,41652,AppleSupport,2017-11-01 15:36:00+00:00,9986.0
41656,125166,2017-11-01 14:49:50+00:00,41655,AppleSupport,2017-11-01 15:35:00+00:00,2710.0
41659,125167,2017-11-01 12:43:55+00:00,41657,AppleSupport,2017-11-01 15:34:35+00:00,10240.0
41658,125167,2017-11-01 16:52:04+00:00,41660,AppleSupport,2017-11-01 17:28:25+00:00,2181.0
41662,125168,2017-11-01 12:55:06+00:00,41661,AppleSupport,2017-11-01 15:34:35+00:00,9569.0
41664,125169,2017-11-01 13:00:00+00:00,41663,AppleSupport,2017-11-01 15:34:34+00:00,9274.0
41666,125170,2017-11-01 12:37:37+00:00,41665,AppleSupport,2017-11-01 15:34:34+00:00,10617.0
41668,117967,2017-11-01 12:45:14+00:00,41667,AppleSupport,2017-11-01 15:34:00+00:00,10126.0
41672,125171,2017-11-01 12:33:01+00:00,41671,AppleSupport,2017-11-01 15:33:33+00:00,10832.0
41674,125172,2017-11-01 14:54:55+00:00,41673,AppleSupport,2017-11-01 15:33:00+00:00,2285.0
41677,125173,2017-11-01 12:14:34+00:00,41675,AppleSupport,2017-11-01 15:33:00+00:00,11906.0
41676,125173,2017-11-01 15:35:19+00:00,41678,AppleSupport,2017-11-01 16:08:44+00:00,2005.0
41681,125174,2017-11-01 12:49:18+00:00,41679,AppleSupport,2017-11-01 15:32:00+00:00,9762.0
41683,125175,2017-11-01 12:45:59+00:00,41682,AppleSupport,2017-11-01 15:32:00+00:00,9961.0
41686,125176,2017-11-01 14:56:36+00:00,41684,AppleSupport,2017-11-01 15:31:54+00:00,2118.0
41685,125176,2017-11-07 06:36:47+00:00,41687,AppleSupport,2017-11-07 14:56:26+00:00,29979.0
41688,125176,2017-11-07 15:59:45+00:00,41689,AppleSupport,2017-11-07 18:59:00+00:00,10755.0
41692,125177,2017-11-01 13:00:12+00:00,41690,AppleSupport,2017-11-01 15:31:54+00:00,9102.0
41696,125178,2017-11-22 19:52:57+00:00,41694,AskAmex,2017-11-22 19:58:42+00:00,345.0
41695,125178,2017-11-22 20:21:39+00:00,41697,AskAmex,2017-11-22 20:29:10+00:00,451.0
41695,125178,2017-11-22 20:21:39+00:00,41698,AskAmex,2017-11-22 20:28:51+00:00,432.0
41701,125179,2017-11-01 12:43:11+00:00,41700,AppleSupport,2017-11-01 15:31:26+00:00,10095.0
41703,124307,2017-11-01 12:40:57+00:00,41702,AppleSupport,2017-11-01 15:31:26+00:00,10229.0
41705,125180,2017-11-01 14:51:50+00:00,41704,AppleSupport,2017-11-01 15:31:25+00:00,2375.0
41707,125180,2017-11-01 00:09:05+00:00,41706,AppleSupport,2017-11-01 00:21:00+00:00,715.0
41709,125181,2017-11-01 12:57:43+00:00,41708,AppleSupport,2017-11-01 15:31:00+00:00,9197.0
41711,125182,2017-11-01 12:42:39+00:00,41710,AppleSupport,2017-11-01 15:30:40+00:00,10081.0
41713,125183,2017-11-01 12:41:25+00:00,41712,AppleSupport,2017-11-01 15:30:40+00:00,10155.0
41715,125184,2017-11-01 15:41:58+00:00,41714,Uber_Support,2017-11-01 15:44:10+00:00,132.0
41717,125185,2017-11-01 15:37:53+00:00,41716,Uber_Support,2017-11-01 15:39:00+00:00,67.0
41719,125186,2017-11-01 15:32:05+00:00,41718,Uber_Support,2017-11-01 15:36:59+00:00,294.0
41721,125187,2017-11-01 15:25:49+00:00,41720,Uber_Support,2017-11-01 15:34:44+00:00,535.0
41724,125188,2017-11-01 15:27:38+00:00,41722,Uber_Support,2017-11-01 15:34:01+00:00,383.0
41726,125189,2017-11-01 14:04:20+00:00,41725,Tesco,2017-11-01 15:42:17+00:00,5877.0
41729,125191,2017-11-01 14:26:00+00:00,41728,Tesco,2017-11-01 15:41:57+00:00,4557.0
41729,125191,2017-11-01 14:26:00+00:00,41730,Tesco,2017-11-01 15:41:52+00:00,4552.0
41734,125192,2017-11-01 12:11:06+00:00,41732,Tesco,2017-11-01 15:39:09+00:00,12483.0
41734,125192,2017-11-01 12:11:06+00:00,41735,Tesco,2017-11-01 15:39:05+00:00,12479.0
41738,125192,2017-10-31 08:03:44+00:00,41737,Tesco,2017-10-31 10:55:30+00:00,10306.0
41743,125193,2017-11-01 13:50:44+00:00,41741,Tesco,2017-11-01 15:39:00+00:00,6496.0
41742,125193,2017-11-01 15:44:16+00:00,41744,Tesco,2017-11-01 18:41:01+00:00,10605.0
41745,125193,2017-11-01 18:50:18+00:00,41746,Tesco,2017-11-01 21:48:52+00:00,10714.0
41747,125194,2017-11-28 20:15:55+00:00,41748,Tesco,2017-11-28 22:50:26+00:00,9271.0
41751,125195,2017-11-01 13:32:22+00:00,41750,Tesco,2017-11-01 15:38:22+00:00,7560.0
41754,125196,2017-11-22 20:17:09+00:00,41753,AskLyft,2017-11-22 20:18:51+00:00,102.0
41757,125197,2017-11-22 20:12:21+00:00,41755,AskLyft,2017-11-22 20:17:17+00:00,296.0
41760,122116,2017-11-01 12:28:04+00:00,41758,Tesco,2017-11-01 15:38:05+00:00,11401.0
41759,122116,2017-11-01 17:02:37+00:00,41761,Tesco,2017-11-01 17:51:24+00:00,2927.0
41763,125198,2017-11-01 12:22:33+00:00,41762,Tesco,2017-11-01 15:36:19+00:00,11626.0
41766,125199,2017-11-01 15:13:29+00:00,41765,SpotifyCares,2017-11-01 15:43:31+00:00,1802.0
41768,125200,2017-11-01 15:26:02+00:00,41767,SpotifyCares,2017-11-01 15:41:05+00:00,903.0
41770,125200,2017-11-01 15:14:47+00:00,41769,SpotifyCares,2017-11-01 15:21:28+00:00,401.0
41772,125201,2017-11-01 15:23:20+00:00,41771,SpotifyCares,2017-11-01 15:34:13+00:00,653.0
41775,125201,2017-11-01 15:00:29+00:00,41773,SpotifyCares,2017-11-01 15:20:56+00:00,1227.0
41777,125202,2017-11-01 15:19:29+00:00,41776,SpotifyCares,2017-11-01 15:32:38+00:00,789.0
41782,125203,2017-11-01 14:19:29+00:00,41780,Delta,2017-11-01 15:41:11+00:00,4902.0
41781,125203,2017-11-01 15:42:36+00:00,41783,Delta,2017-11-01 15:57:07+00:00,871.0
41784,125203,2017-11-01 15:58:09+00:00,41785,Delta,2017-11-01 15:59:07+00:00,58.0
41789,125204,2017-11-01 14:14:48+00:00,41786,Delta,2017-11-01 15:40:19+00:00,5131.0
41791,125205,2017-11-01 15:22:29+00:00,41790,Delta,2017-11-01 15:36:34+00:00,845.0
41793,125206,2017-11-01 14:27:22+00:00,41792,comcastcares,2017-11-01 15:30:15+00:00,3773.0
41795,125206,2017-11-01 00:46:19+00:00,41794,comcastcares,2017-11-01 03:57:41+00:00,11482.0
41800,125207,2017-11-01 15:40:07+00:00,41799,TMobileHelp,2017-11-01 15:41:12+00:00,65.0
41802,125208,2017-11-01 12:03:53+00:00,41801,British_Airways,2017-11-01 15:34:22+00:00,12629.0
41805,125208,2017-11-01 07:33:35+00:00,41804,British_Airways,2017-11-01 11:24:56+00:00,13881.0
41810,125209,2017-11-01 15:32:29+00:00,41808,ChipotleTweets,2017-11-01 15:34:00+00:00,91.0
41813,125209,2017-11-01 15:19:38+00:00,41812,ChipotleTweets,2017-11-01 15:31:00+00:00,682.0
41816,125211,2017-11-01 15:26:45+00:00,41815,ChipotleTweets,2017-11-01 15:32:46+00:00,361.0
41819,125212,2017-11-01 15:24:50+00:00,41817,ChipotleTweets,2017-11-01 15:32:00+00:00,430.0
41818,125212,2017-11-01 15:33:25+00:00,41820,ChipotleTweets,2017-11-01 15:50:00+00:00,995.0
41821,125212,2017-11-01 18:41:15+00:00,41822,ChipotleTweets,2017-11-01 18:49:36+00:00,501.0
41824,125213,2017-11-01 15:20:15+00:00,41823,ChipotleTweets,2017-11-01 15:31:27+00:00,672.0
41827,125214,2017-11-01 15:06:36+00:00,41825,ChipotleTweets,2017-11-01 15:30:36+00:00,1440.0
41830,125215,2017-11-01 15:37:13+00:00,41828,AmericanAir,2017-11-01 15:44:23+00:00,430.0
41829,125215,2017-11-01 20:44:24+00:00,41831,AmericanAir,2017-11-01 21:13:57+00:00,1773.0
41834,125216,2017-11-01 15:17:19+00:00,41832,AmericanAir,2017-11-01 15:43:30+00:00,1571.0
41836,125216,2017-10-31 19:54:42+00:00,41835,AmericanAir,2017-10-31 20:19:53+00:00,1511.0
41838,125217,2017-11-01 15:38:24+00:00,41837,AmericanAir,2017-11-01 15:41:58+00:00,214.0
41840,125217,2017-11-01 15:26:58+00:00,41839,AmericanAir,2017-11-01 15:29:52+00:00,174.0
41842,125217,2017-11-01 15:23:03+00:00,41841,AmericanAir,2017-11-01 15:25:26+00:00,143.0
41845,125218,2017-11-01 15:35:18+00:00,41844,AmericanAir,2017-11-01 15:39:38+00:00,260.0
41848,125219,2017-11-01 15:26:33+00:00,41847,AmericanAir,2017-11-01 15:36:15+00:00,582.0
41850,125220,2017-11-01 15:27:31+00:00,41849,AmericanAir,2017-11-01 15:34:01+00:00,390.0
41852,125221,2017-11-01 14:58:04+00:00,41851,Ask_Spectrum,2017-11-01 15:43:33+00:00,2729.0
25108,125222,2017-11-01 15:37:17+00:00,41853,SouthwestAir,2017-11-01 15:42:21+00:00,304.0
41855,125223,2017-11-01 15:35:22+00:00,41854,SouthwestAir,2017-11-01 15:41:41+00:00,379.0
41858,123222,2017-11-01 15:30:39+00:00,41856,SouthwestAir,2017-11-01 15:40:34+00:00,595.0
41857,123222,2017-11-01 15:47:57+00:00,41859,SouthwestAir,2017-11-01 16:02:35+00:00,878.0
41862,125224,2017-11-01 15:29:51+00:00,41861,SouthwestAir,2017-11-01 15:38:10+00:00,499.0
41865,125225,2017-11-01 15:24:06+00:00,41863,SouthwestAir,2017-11-01 15:34:26+00:00,620.0
41869,125226,2017-11-01 15:21:21+00:00,41868,SouthwestAir,2017-11-01 15:32:44+00:00,683.0
41877,125227,2017-10-30 21:42:24+00:00,41876,hulu_support,2017-11-01 15:42:43+00:00,151219.0
41879,125228,2017-10-30 21:41:53+00:00,41878,hulu_support,2017-11-01 15:41:50+00:00,151197.0
41882,125229,2017-10-30 21:26:34+00:00,41881,hulu_support,2017-11-01 15:41:44+00:00,152110.0
41884,125230,2017-10-30 21:37:00+00:00,41883,hulu_support,2017-11-01 15:40:16+00:00,151396.0
41886,125231,2017-10-30 21:41:04+00:00,41885,hulu_support,2017-11-01 15:37:19+00:00,150975.0
41888,125232,2017-10-30 21:35:23+00:00,41887,hulu_support,2017-11-01 15:36:42+00:00,151279.0
41890,125233,2017-10-30 21:43:26+00:00,41889,hulu_support,2017-11-01 15:35:59+00:00,150753.0
41893,125234,2017-10-30 21:34:41+00:00,41892,hulu_support,2017-11-01 15:35:48+00:00,151267.0
41895,125235,2017-10-30 21:24:42+00:00,41894,hulu_support,2017-11-01 15:35:33+00:00,151851.0
41897,125236,2017-10-30 21:41:26+00:00,41896,hulu_support,2017-11-01 15:34:47+00:00,150801.0
41901,125237,2017-10-30 21:34:21+00:00,41899,hulu_support,2017-11-01 15:34:41+00:00,151220.0
41903,125238,2017-10-30 21:34:31+00:00,41902,hulu_support,2017-11-01 15:33:11+00:00,151120.0
41905,125239,2017-11-01 15:40:24+00:00,41904,sprintcare,2017-11-01 15:41:59+00:00,95.0
41907,125240,2017-11-01 15:24:46+00:00,41906,sprintcare,2017-11-01 15:40:50+00:00,964.0
41912,125242,2017-11-01 15:32:55+00:00,41909,sprintcare,2017-11-01 15:35:33+00:00,158.0
41910,125242,2017-11-01 15:41:06+00:00,41913,sprintcare,2017-11-01 15:44:40+00:00,214.0
41915,125243,2017-11-01 15:35:07+00:00,41914,AskLyft,2017-11-01 15:41:52+00:00,405.0
41917,125244,2017-11-01 15:28:03+00:00,41916,AskLyft,2017-11-01 15:37:18+00:00,555.0
41920,125245,2017-11-01 15:22:37+00:00,41918,AskLyft,2017-11-01 15:23:55+00:00,78.0
41919,125245,2017-11-01 19:37:31+00:00,41921,AskLyft,2017-11-01 20:00:12+00:00,1361.0
41923,125246,2017-10-31 12:48:14+00:00,41922,sainsburys,2017-11-01 15:39:27+00:00,96673.0
